case_study,scenario,units,unit_process,value,constituent,calculation_type,reference,data_reference,constituent_longform
upw,baseline,kg/m3,reverse_osmosis,0.9752,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
upw,baseline,kg/m3,reverse_osmosis,0.9752,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
upw,baseline,kg/m3,reverse_osmosis,0.9752,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
upw,baseline,kg/m3,reverse_osmosis,0.9752,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
upw,baseline,kg/m3,reverse_osmosis,0.9752,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
upw,baseline,kg/m3,reverse_osmosis,0.9752,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
upw,baseline,kg/m3,reverse_osmosis,0.9752,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
uranium,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
uranium,baseline,kg/m3,reverse_osmosis,0.988924,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
uranium,baseline,kg/m3,reverse_osmosis,0.988924,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
uranium,baseline,kg/m3,reverse_osmosis,0.988924,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
uranium,baseline,kg/m3,reverse_osmosis,0.988924,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
uranium,baseline,kg/m3,reverse_osmosis,0.988924,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
uranium,baseline,kg/m3,reverse_osmosis,0.988924,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
uranium,baseline,kg/m3,reverse_osmosis,0.988924,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
uranium,baseline,kg/m3,reverse_osmosis,0.988924,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
uranium,baseline,kg/m3,reverse_osmosis,0.988924,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
uranium,baseline,kg/m3,reverse_osmosis,0.988924,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
uranium,baseline,kg/m3,reverse_osmosis,0.988924,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
uranium,baseline,kg/m3,reverse_osmosis,0.988924,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
uranium,baseline,kg/m3,brine_ro,0.992348,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
uranium,baseline,kg/m3,brine_ro,0.992348,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
uranium,baseline,kg/m3,brine_ro,0.992348,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
uranium,baseline,kg/m3,brine_ro,0.992348,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
uranium,baseline,kg/m3,brine_ro,0.992348,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
uranium,baseline,kg/m3,brine_ro,0.992348,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
uranium,baseline,kg/m3,brine_ro,0.992348,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
uranium,baseline,kg/m3,brine_ro,0.992348,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
uranium,baseline,kg/m3,brine_ro,0.992348,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
uranium,baseline,kg/m3,brine_ro,0.992348,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
uranium,baseline,kg/m3,brine_ro,0.992348,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
uranium,baseline,kg/m3,brine_ro,0.992348,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
uranium,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
upw,baseline,kg/m3,ozone_aop,1.00E-05,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
upw,baseline,kg/m3,ultra_filtration,1.00E-05,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
upw,baseline,kg/m3,uv_aop,1.00E-05,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
upw,baseline,kg/m3,brine_concentrator,0.9,tds,fractional_constituent_removal,nawi,default,
upw,baseline,kg/m3,crystallizer,0.9,tds,fractional_constituent_removal,nawi,default,
